div3
person, Barbara uxor Johannis Michael van Beck
catnum,-275.
div2,Pictures &c.
div3
person, phillip the 2 d. of Spain
person, Olivar 
catnum,-276.
div2,Pictures &c.
div3
person,Arundelian
catnum,-277.
div2,Pictures &c.
div3
person, S r. Thomas Moore
person, Hans Holbein
catnum,-278.
div2,Pictures &c.
div3
person, Fisher The B ? p of Rochester
catnum,-279.
div2,Pictures &c.
div3
person, Albert- Durer
catnum, -280.
div2,Pictures &c.
div3
person,M r. Van Mildert.
catnum,-281.
div2,Pictures &c.
div3
person, Henry the eight
person,M r. Warner
catnum,-282.
div2,Pictures &c.
div3
person, D. of Marlborough
catnum,-285.
div2,Pictures &c.
div3
person, S r. Richard Steele
catnum,-287.
div2,Pictures &c.
div3
person, S r. Thomas Greshams
person,M r. Warner
catnum,-288.
div2,Pictures &c.
div3
person, Abraham Symmonds
person,Fielder the Vintner
person,oliver
catnum,-289.
div2,Pictures &c.
div3
person, King Charles 2 d
person, M r. Yales.
catnum,-293.
div2,Pictures &c.
div3
person, Giovanni Maria LAncisi
person, Sebastiano Concha
catnum,-294.
div2,Pictures &c.
div3
person, Queen Anne
person,M r. Dundasse
catnum,-295.
div2,Pictures &c.
div3
person, Prince George
catnum,-296.
div2,Pictures &c.
div3
person,Duke of Glocester
catnum,-297.
div2,Pictures &c.
div3
person,M r. in
catnum,-298.
div2,Pictures &c.
div3
person, Valerius Bellus
catnum,-299.
div2,Pictures &c.
div3
person, S r. Richard Baker
catnum,-301.
div2,Pictures &c.
div3
person, Valerius Bellus
catnum,-304. 305
div2,Pictures &c.
div3
person, M r. Dupuys.
catnum,-306.
div2,Pictures &c.
div3
person, Callot
catnum,-307.
div2,Pictures &c.
div3
person,Surgeon
catnum,-309.
div2,Pictures &c.
div3
person, Moliere
catnum,-310.
div2,Pictures &c.
div3
person, Corneille
catnum,-311.
div2,Pictures &c.
div3
person, Walker
catnum,316.
div2,Pictures &c.
div3
person, Charles Earle of Derby
catnum,-317.
div2,Pictures &c.
div3
person,
person, A.M. Schurman
catnum,-318.
div2,Pictures &c.
div3
person, M r. James Petivers
person, W m. Faithorn
catnum,-319.
div2,Pictures &c.
div3
person,John Fletcher 
catnum,-321.
div2,Pictures &c.
div3
person, Polidoro di Caravagio
person,M r. Simpson
catnum,-323.
div2,Pictures &c.
div3
person, D r. King
catnum,-326.
div2,Pictures &c.
div3
person, Frank of Borsalia Earl of Ostervant &c
catnum,-337.
div2,Pictures &c.
div3
person, Woyens
catnum,-342.
div2,Pictures &c.
div3
person, strannover
person,Lord Lynn.
catnum,-347.
div2,Pictures &c.
div3
person, Husum.
catnum,-348.
div2,Pictures &c.
div3
person,M r. Maidstone.
catnum,-350.
div2,Pictures &c.
div3
person, King Charles the first
person,M r. a Sadler
catnum,-352.
div2,Pictures &c.
div3
person, M r. Bell
catnum,-354.
div2,Pictures &c.
div3
person, Callot
catnum,-356.
div2,Pictures &c.
div3
person, Queen Catherine
person,Tho. Simmons
person,M r. Green
catnum,-357.
div2,Pictures &c.
div3
person, M r. Edwards
catnum,-358.
div2,Pictures &c.
div3
person, D r. Burnet
catnum,-360.
div2,Pictures &c.
div3
person, Cardinall Gualtieris
catnum,-361.
div2,Pictures &c.
div3
person,Vanzoon.
catnum,-363.
div2,Pictures &c.
div3
person, M r. Edwards
catnum,-367.
div2,Pictures &c.
div3
person,Lord Yarmouth
catnum,-368.
div2,Pictures &c.
div3
person, Q: Catherine?
person,J. Simmons
catnum,-371.
div2,Pictures &c.
div3
person,D r Rugeley's father
person,M r Geekie's Jun r 's
person,M r Jones.
person, M r Murray
catnum,-373.
div2,Pictures &c.
div3
person,D r Rugeley the Son
person, M r Murray?
catnum,-374.
div2,Pictures &c.
div3
person,Major John Hanbury
person, S r Godfrey Kneller
person,"Alex r Geekie, senior"
catnum,-375.
div2,Pictures &c.
div3
person,M rs. Hanbury
person, after Sir Godfrey Kneller
catnum,-376.
div2,Pictures &c.
div3
person,Churchmans engine
catnum,-379.
div2,Pictures &c.
div3
person,Abraham Symmeons
person, S r. Hans
catnum,"
              -382.
            "
div2,Pictures &c.
div3
person, Theodorus Klein
catnum,-383.
div2,Pictures &c.
div3
person,D. J. Parisinus
catnum,390.
div2,Pictures &c.
div3
person,G. Du Pre. F. 1618.
catnum,392.
div2,Pictures &c.
div3
person, K. Charles 2 d
catnum,395.
div2,Pictures &c.
div3
person, K. James 2 d
catnum,396.
div2,Pictures &c.
div3
person,Godwin Lewis
catnum,399.
div2,Pictures &c.
div3
person,Elizb. Blackwell
person,M r. Blackstone
catnum,400.
div2,Pictures &c.
div3
person,M r. Jo. Hawkins
catnum,-402.
div2,Pictures &c.
div3
person,Joh. Osborn
person, Henry Frederic prince of Orange
person,John Albert the 2 d 
catnum,405.
div2,Pictures &c.
div3
person,M r Lisle
catnum,406
div2,Pictures &c.
div3
person, M r. Ray
person, Faithorn
catnum,407.
div2,Pictures &c.
div3
person,M rs. A. Thornburgh
catnum,468.
div2,Pictures &c.
div3
person,M r. Halett
catnum,469.
div2,Pictures &c.
div3
person,M r. Thomas Briton
catnum,470.
div2,Pictures &c.
div3
person,Duke of Cumberland
person,Jackson
catnum,471.
div2,Pictures &c.
div3
person, S r. Hans Sloane
person,M r. Pinchbeck
div3
person, M r. James
person,M r Wollfryes
div3
person,M r. Butterfield
catnum,9.
div2,Mathematicall instruments &c
div3
person,M r. Butterfield
catnum,10.
div2,Mathematicall instruments &c
div3
person, Eustachio de divinis
person, S r. Charles Scarburgh
catnum,20.
div2,Mathematicall instruments &c
div3
person,D r. Baynard
catnum,-21.
div2,Mathematicall instruments &c
div3
person,Coll. Wharton
catnum,-23.
div2,Mathematicall instruments &c
div3
person,Wynne
person, D. of
catnum,-24.
div2,Mathematicall instruments &c
div3
person, Duke of Albemarle
catnum,-34.
div2,Mathematicall instruments &c
div3
person,M r. Butterfield
person,D. of
catnum,-43.
div2,Mathematicall instruments &c
div3
person, Martin Folkes
person,Thomas Brand Esq r
catnum,57.
div2,Mathematicall instruments &c
div3
person, Scarburgh
person,S r. Charles
div3
person,Wynne
div3
person, D r. Stuart
catnum,-132.
div2,Agate handles &c.
div3
person,M r. Galliards
catnum,-148.
div2,Agate handles &c.
div3
person,Bp of Carlile
catnum,-164.
div2,Agate handles &c.
div3
person,M r. Thomas
catnum,-186.
div2,Agate handles &c.
div3
person,D r. Waldo
catnum,-188.
div2,Agate handles &c.
div3
person,D r. Waldo
catnum,-189.
div2,Agate handles &c.
div3
person,D r. Waldo
catnum,-190.
div2,Agate handles &c.
div3
person,D r. Waldo
catnum,-192.
div2,Agate handles &c.
div3
person, M r. Beverland
catnum,-203.
div2,Agate handles &c.
div3
person,M r. Vanhulse
catnum,-220.
div2,Agate handles &c.
div3
person,M r. Marlow
catnum,-8
div2,Agate cups botles spoons &c.
div3
person,M r. Marlow
catnum,-11.
div2,Agate cups botles spoons &c.
div3
person,M r. Marlow
catnum,-13.
div2,Agate cups botles spoons &c.
div3
person, King Charles the firsts
catnum,19.
div2,Agate cups botles spoons &c.
div3
person,M rs. Hayes.
catnum,-28.
div2,Agate cups botles spoons &c.
div3
person, M r. Pinfold
catnum,-29.
div2,Agate cups botles spoons &c.
div3
person,M rs. Hayes
catnum,-31.
div2,Agate cups botles spoons &c.
div3
person,M r. Marlow.
catnum,-36.
div2,Agate cups botles spoons &c.
div3
person,M r. Marlow
catnum,-39.
div2,Agate cups botles spoons &c.
div3
person,M r. Tinsey
catnum,-41.
div2,Agate cups botles spoons &c.
div3
person, Queen Elizabeths
catnum,-83.
div2,Agate cups botles spoons &c.
div3
person,D r. Waldo
catnum,-190.
div2,Agate cups botles spoons &c.
div3
person,M r. Van Mild = ert.
catnum,-196.
div2,Agate cups botles spoons &c.
div3
person, Pet
catnum,-199.
div2,Agate cups botles spoons &c.
div3
person,D r. waldo
catnum,-205.
div2,Agate cups botles spoons &c.
div3
person, M r. Dupuys
catnum,-215.
div2,Agate cups botles spoons &c.
div3
person, M r. Bell
catnum,-220.
div2,Agate cups botles spoons &c.
div3
person, M r. Ranby
catnum,-227.
div2,Agate cups botles spoons &c.
div3
person,M rs. Shepherd
catnum,-229.
div2,Agate cups botles spoons &c.
div3
person,madam Montmorency
catnum,-302.
div2,Agate cups botles spoons &c.
